name,id,nametype,recclass,mass,year,reclat,reclong,point_coordinates,year_only
Dhajala,6698,Valid,H3.8,45000.0,1976-01-01,22.377780,71.427220,"['22.377780', '71.427220']",1976.0
Dharwar,6699,Valid,OC,1800.0,1848-01-01,14.883330,75.600000,"['14.883330', '75.600000']",1848.0
Dhurmsala,7640,Valid,LL6,32000.0,1860-01-01,32.233330,76.466670,"['32.233330', '76.466670']",1860.0
Didim,47350,Valid,H3-5,3396.0,2007-01-01,37.351720,27.329970,"['37.351720', '27.329970']",2007.0
Diep River,7642,Valid,L6,1000.0,1906-01-01,-33.750000,18.566670,"['-33.750000', '18.566670']",1906.0
Distrito Quebracho,7649,Valid,H4,400.0,1957-01-01,-31.883330,-60.466670,"['-31.883330', '-60.466670']",1957.0
Djati-Pengilon,7652,Valid,H6,166000.0,1884-01-01,-7.500000,111.500000,"['-7.500000', '111.500000']",1884.0
Djermaia,7656,Valid,H,3950.0,1961-01-01,12.733330,15.050000,"['12.733330', '15.050000']",1961.0
Djoumine,7657,Valid,H5-6,10000.0,1999-01-01,36.950000,9.550000,"['36.950000', '9.550000']",1999.0
Dokachi,7658,Valid,H5,3840.0,1903-01-01,23.500000,90.333330,"['23.500000', '90.333330']",1903.0
Dolgovoli,7659,Valid,L6,1600.0,1864-01-01,50.750000,25.300000,"['50.750000', '25.300000']",1864.0
Domanitch,7661,Valid,L5,438.0,1907-01-01,40.000000,29.000000,"['40.000000', '29.000000']",1907.0
Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800.0,1995-01-01,45.500000,119.033330,"['45.500000', '119.033330']",1995.0
Donga Kohrod,7707,Valid,H6,230.0,1899-01-01,21.866670,82.450000,"['21.866670', '82.450000']",1899.0
Dongtai,7708,Valid,LL6,5500.0,1970-01-01,32.916670,120.783330,"['32.916670', '120.783330']",1970.0
Doroninsk,7718,Valid,H5-7,3891.0,1805-01-01,51.200000,112.300000,"['51.200000', '112.300000']",1805.0
Dosso,7722,Valid,L6,1250.0,1962-01-01,13.050000,3.166670,"['13.050000', '3.166670']",1962.0
Douar Mghila,7723,Valid,LL6,1161.0,1932-01-01,32.333330,-6.300000,"['32.333330', '-6.300000']",1932.0
Dowa,7725,Valid,Stone-uncl,642.0,1976-01-01,-13.666670,33.916670,"['-13.666670', '33.916670']",1976.0
Drake Creek,7728,Valid,L6,5000.0,1827-01-01,36.400000,-86.500000,"['36.400000', '-86.500000']",1827.0
Dresden (Ontario),7731,Valid,H6,47700.0,1939-01-01,42.520000,-82.260000,"['42.520000', '-82.260000']",1939.0
Dubrovnik,7736,Valid,L3-6,1900.0,1951-01-01,42.458330,18.441670,"['42.458330', '18.441670']",1951.0
Dunbogan,7743,Valid,L6,30.0,1999-01-01,-31.666670,152.833330,"['-31.666670', '152.833330']",1999.0
Dundrum,7745,Valid,H5,2270.0,1865-01-01,52.550000,-8.033330,"['52.550000', '-8.033330']",1865.0
Dunhua,7749,Valid,Stone-uncl,,1976-01-01,43.333330,128.250000,"['43.333330', '128.250000']",1976.0
Durala,7750,Valid,L6,13200.0,1815-01-01,30.300000,76.633330,"['30.300000', '76.633330']",1815.0
Duruma,7752,Valid,L6,577.0,1853-01-01,-4.000000,39.500000,"['-4.000000', '39.500000']",1853.0
Duwun,7754,Valid,L6,2117.0,1943-01-01,33.433330,127.266670,"['33.433330', '127.266670']",1943.0
Dwaleni,7755,Valid,H4-6,3230.0,1970-01-01,-27.200000,31.316670,"['-27.200000', '31.316670']",1970.0
Dyalpur,7757,Valid,Ureilite,300.0,1872-01-01,26.250000,82.000000,"['26.250000', '82.000000']",1872.0
Dyarrl Island,7758,Valid,Mesosiderite-A1,188.0,1933-01-01,-3.000000,151.000000,"['-3.000000', '151.000000']",1933.0
Eagle,7760,Valid,EL6,10000.0,1947-01-01,40.781670,-96.471670,"['40.781670', '-96.471670']",1947.0
Ehole,7774,Valid,H5,2400.0,1961-01-01,-17.300000,15.833330,"['-17.300000', '15.833330']",1961.0
Eichstädt,7775,Valid,H5,3000.0,1785-01-01,48.900000,11.216670,"['48.900000', '11.216670']",1785.0
Ekeby,7776,Valid,H4,3336.0,1939-01-01,56.033330,13.000000,"['56.033330', '13.000000']",1939.0
Ekh Khera,7777,Valid,H6,840.0,1916-01-01,28.266670,78.783330,"['28.266670', '78.783330']",1916.0
El Idrissia,7807,Valid,L6,10000.0,1989-01-01,34.416670,3.250000,"['34.416670', '3.250000']",1989.0
El Paso de Aguila,45977,Valid,H5,17226.0,1977-01-01,25.370000,-97.370000,"['25.370000', '-97.370000']",1977.0
El Tigre,7819,Valid,L6,5000.0,1993-01-01,19.967220,-103.051670,"['19.967220', '-103.051670']",1993.0
Elbert,7822,Valid,LL6,,1998-01-01,39.246670,-104.588170,"['39.246670', '-104.588170']",1998.0
Elbogen,7823,Valid,"Iron, IID",107000.0,,50.183330,12.733330,"['50.183330', '12.733330']",
Elenovka,7824,Valid,L5,54640.0,1951-01-01,47.833330,37.666670,"['47.833330', '37.666670']",1951.0
Ellemeet,10019,Valid,Diogenite,1470.0,1925-01-01,51.750000,4.000000,"['51.750000', '4.000000']",1925.0
Emmaville,10033,Valid,Eucrite-mmict,127.0,1900-01-01,-29.466670,151.616670,"['-29.466670', '151.616670']",1900.0
Enshi,10038,Valid,H5,8000.0,1974-01-01,30.300000,109.500000,"['30.300000', '109.500000']",1974.0
Ensisheim,10039,Valid,LL6,127000.0,,47.866670,7.350000,"['47.866670', '7.350000']",
Épinal,10041,Valid,H5,277.0,1822-01-01,48.183330,6.466670,"['48.183330', '6.466670']",1822.0
Erakot,10042,Valid,CM2,113.0,1940-01-01,19.033330,81.891670,"['19.033330', '81.891670']",1940.0
Erevan,10043,Valid,Howardite,,1911-01-01,40.300000,44.500000,"['40.300000', '44.500000']",1911.0
Ergheo,10044,Valid,L5,20000.0,1889-01-01,1.166670,44.166670,"['1.166670', '44.166670']",1889.0
Erxleben,10049,Valid,H6,2250.0,1812-01-01,52.216670,11.250000,"['52.216670', '11.250000']",1812.0
Esnandes,10051,Valid,L6,1500.0,1837-01-01,46.250000,-1.100000,"['46.250000', '-1.100000']",1837.0
Essebi,10055,Valid,C2-ung,500.0,1957-01-01,2.883330,30.833330,"['2.883330', '30.833330']",1957.0
Estherville,10059,Valid,Mesosiderite-A3/4,320000.0,1879-01-01,43.416670,-94.833330,"['43.416670', '-94.833330']",1879.0
Farmington,10074,Valid,L5,89400.0,1890-01-01,39.750000,-97.033330,"['39.750000', '-97.033330']",1890.0
Farmville,10075,Valid,H4,56000.0,1934-01-01,35.550000,-77.533330,"['35.550000', '-77.533330']",1934.0
Favars,10078,Valid,H5,1500.0,1844-01-01,44.383330,2.816670,"['44.383330', '2.816670']",1844.0
Fayetteville,10079,Valid,H4,2360.0,1934-01-01,36.050000,-94.166670,"['36.050000', '-94.166670']",1934.0
Feid Chair,10080,Valid,H4,380.0,1875-01-01,36.883330,8.450000,"['36.883330', '8.450000']",1875.0
Felix,10081,Valid,CO3.3,3200.0,1900-01-01,32.533330,-87.166670,"['32.533330', '-87.166670']",1900.0
Fenghsien-Ku,10086,Valid,H5,82.0,1924-01-01,34.600000,116.750000,"['34.600000', '116.750000']",1924.0
Ferguson,10088,Valid,OC,220.0,1889-01-01,36.100000,-81.416670,"['36.100000', '-81.416670']",1889.0
Fermo,10091,Valid,H3-5,10200.0,1996-01-01,43.181110,13.753330,"['43.181110', '13.753330']",1996.0
Fisher,10107,Valid,L6,17600.0,1894-01-01,47.816670,-96.850000,"['47.816670', '-96.850000']",1894.0
Florence,10111,Valid,H3,3640.0,1922-01-01,30.833330,-97.766670,"['30.833330', '-97.766670']",1922.0
Forest City,10119,Valid,H5,152000.0,1890-01-01,43.250000,-93.666670,"['43.250000', '-93.666670']",1890.0
Forest Vale,10120,Valid,H4,26000.0,1942-01-01,-33.350000,146.858330,"['-33.350000', '146.858330']",1942.0
Forksville,10123,Valid,L6,6067.0,1924-01-01,36.783330,-78.083330,"['36.783330', '-78.083330']",1924.0
Forsbach,10163,Valid,H6,240.0,1900-01-01,50.950000,7.316670,"['50.950000', '7.316670']",1900.0
Forsyth,10164,Valid,L6,16300.0,1829-01-01,33.016670,-83.966670,"['33.016670', '-83.966670']",1829.0
Fort Flatters,10166,Valid,Stone-uncl,,1944-01-01,28.250000,7.000000,"['28.250000', '7.000000']",1944.0
Frankfort (stone),10177,Valid,Howardite,650.0,1868-01-01,34.483330,-87.833330,"['34.483330', '-87.833330']",1868.0
Fuhe,52412,Valid,L5,23000.0,1945-01-01,31.475560,113.566940,"['31.475560', '113.566940']",1945.0
Fukutomi,10836,Valid,L5,11620.0,1882-01-01,33.183330,130.200000,"['33.183330', '130.200000']",1882.0
Fünen,10838,Valid,Stone-uncl,,,55.333330,10.333330,"['55.333330', '10.333330']",
Futtehpur,10839,Valid,L6,4000.0,1822-01-01,25.950000,80.816670,"['25.950000', '80.816670']",1822.0
Fuyang,10840,Valid,Stone-uncl,2500.0,1977-01-01,32.900000,115.900000,"['32.900000', '115.900000']",1977.0
Galapian,10846,Valid,H6,,1826-01-01,44.300000,0.400000,"['44.300000', '0.400000']",1826.0
Galim (a),10848,Valid,LL6,,1952-01-01,7.050000,12.433330,"['7.050000', '12.433330']",1952.0
Galim (b),10849,Valid,EH3/4-an,28.0,1952-01-01,7.050000,12.433330,"['7.050000', '12.433330']",1952.0
Galkiv,10850,Valid,H4,5000.0,1995-01-01,51.683330,30.783330,"['51.683330', '30.783330']",1995.0
Gambat,10851,Valid,L6,6400.0,1897-01-01,27.350000,68.533330,"['27.350000', '68.533330']",1897.0
Gao-Guenie,10854,Valid,H5,,1960-01-01,11.650000,-2.183330,"['11.650000', '-2.183330']",1960.0
Garhi Yasin,10860,Valid,"Iron, IIE",380.0,1917-01-01,27.883330,68.533330,"['27.883330', '68.533330']",1917.0
Garland,10861,Valid,Diogenite-pm,102.0,1950-01-01,41.683330,-112.133330,"['41.683330', '-112.133330']",1950.0
Gashua,44882,Valid,L6,4162.0,1984-01-01,12.850000,11.033330,"['12.850000', '11.033330']",1984.0
Gasseltepaoua,10866,Valid,H5,,2000-01-01,14.150830,-2.041670,"['14.150830', '-2.041670']",2000.0
Geidam,10870,Valid,H5,725.0,1950-01-01,12.916670,11.916670,"['12.916670', '11.916670']",1950.0
Gifu,10914,Valid,L6,14290.0,1909-01-01,35.533330,136.883330,"['35.533330', '136.883330']",1909.0
Girgenti,10917,Valid,L6,18000.0,1853-01-01,37.316670,13.566670,"['37.316670', '13.566670']",1853.0
Git-Git,10919,Valid,L6,480.0,1947-01-01,9.600000,9.916670,"['9.600000', '9.916670']",1947.0
Glanerbrug,10923,Valid,L/LL5,670.0,1990-01-01,52.200000,6.866670,"['52.200000', '6.866670']",1990.0
Glanggang,10924,Valid,H5-6,1303.0,1939-01-01,-7.250000,107.700000,"['-7.250000', '107.700000']",1939.0
Glasatovo,10926,Valid,H4,152000.0,1918-01-01,57.350000,37.616670,"['57.350000', '37.616670']",1918.0
Glatton,10930,Valid,L6,767.0,1991-01-01,52.459720,-0.300000,"['52.459720', '-0.300000']",1991.0
Gnadenfrei,10936,Valid,H5,1750.0,1879-01-01,50.666670,16.766670,"['50.666670', '16.766670']",1879.0
Gopalpur,10948,Valid,H6,1600.0,1865-01-01,24.233330,89.050000,"['24.233330', '89.050000']",1865.0
Gorlovka,10949,Valid,H3.7,3618.0,1974-01-01,48.283330,38.083330,"['48.283330', '38.083330']",1974.0
Granes,10956,Valid,L6,9000.0,1964-01-01,42.900000,2.250000,"['42.900000', '2.250000']",1964.0
Grefsheim,11196,Valid,L5,,1976-01-01,60.666670,11.000000,"['60.666670', '11.000000']",1976.0
Grimsby,50911,Valid,H5,215.0,2009-01-01,43.200000,-79.616670,"['43.200000', '-79.616670']",2009.0
Grosnaja,11206,Valid,CV3,3500.0,1861-01-01,43.666670,45.383330,"['43.666670', '45.383330']",1861.0
Gross-Divina,11207,Valid,H5,10500.0,1837-01-01,49.266670,18.716670,"['49.266670', '18.716670']",1837.0
Grossliebenthal,11208,Valid,L6,8000.0,1881-01-01,46.350000,30.583330,"['46.350000', '30.583330']",1881.0
Grüneberg,11426,Valid,H4,1000.0,1841-01-01,51.933330,15.500000,"['51.933330', '15.500000']",1841.0
Grzempach,11429,Valid,H5,690.0,1910-01-01,52.866670,16.633330,"['52.866670', '16.633330']",1910.0
Gualeguaychú,11432,Valid,H6,22000.0,1932-01-01,-33.000000,-58.616670,"['-33.000000', '-58.616670']",1932.0
Guangmingshan,11435,Valid,H5,2910.0,1996-01-01,39.804170,122.763890,"['39.804170', '122.763890']",1996.0
Guangnan,11436,Valid,L6,,1983-01-01,24.100000,105.000000,"['24.100000', '105.000000']",1983.0
Guangrao,11437,Valid,L6,1900.0,1980-01-01,37.100000,118.400000,"['37.100000', '118.400000']",1980.0
Guareña,11439,Valid,H6,39000.0,1892-01-01,38.733330,-6.016670,"['38.733330', '-6.016670']",1892.0
Guêa,11440,Valid,Stone-uncl,1915.0,1891-01-01,43.766670,20.233330,"['43.766670', '20.233330']",1891.0
Guibga,11442,Valid,L5,288.0,1972-01-01,13.500000,-0.683330,"['13.500000', '-0.683330']",1972.0
Guidder,11443,Valid,LL5,968.0,1949-01-01,9.916670,13.983330,"['9.916670', '13.983330']",1949.0
Gujargaon,11448,Valid,H5,2449.0,1982-01-01,22.983330,76.050000,"['22.983330', '76.050000']",1982.0
Gujba,11449,Valid,CBa,100000.0,1984-01-01,11.491670,11.658330,"['11.491670', '11.658330']",1984.0
Gumoschnik,11450,Valid,H5,5700.0,1904-01-01,42.900000,24.700000,"['42.900000', '24.700000']",1904.0
Gurram Konda,11464,Valid,L6,28.0,1814-01-01,13.783330,78.566670,"['13.783330', '78.566670']",1814.0
Gursum,11465,Valid,H4/5,34650.0,1981-01-01,9.366670,42.416670,"['9.366670', '42.416670']",1981.0
Gütersloh,11466,Valid,H3/4,1000.0,1851-01-01,51.916670,8.383330,"['51.916670', '8.383330']",1851.0
Gyokukei,11467,Valid,OC,1320.0,1930-01-01,35.000000,127.500000,"['35.000000', '127.500000']",1930.0
Hachi-oji,11468,Valid,H?,,1817-01-01,35.650000,139.333330,"['35.650000', '139.333330']",1817.0
Hainaut,11472,Valid,H3-6,9000.0,1934-01-01,50.316670,3.733330,"['50.316670', '3.733330']",1934.0
Hallingeberg,11479,Valid,L3.4,1456.0,1944-01-01,57.816670,16.233330,"['57.816670', '16.233330']",1944.0
Hamlet,11485,Valid,LL4,3710.0,1959-01-01,41.383330,-86.600000,"['41.383330', '-86.600000']",1959.0
Haraiya,11824,Valid,Eucrite-mmict,1000.0,1878-01-01,26.800000,82.533330,"['26.800000', '82.533330']",1878.0
Haripura,11829,Valid,CM2,315.0,1921-01-01,28.383330,75.783330,"['28.383330', '75.783330']",1921.0
Harleton,11830,Valid,L6,8360.0,1961-01-01,32.675000,-94.511670,"['32.675000', '-94.511670']",1961.0
Harrison County,11842,Valid,L6,680.0,1859-01-01,38.250000,-86.166670,"['38.250000', '-86.166670']",1859.0
Hashima,11848,Valid,H4,,1910-01-01,35.294500,136.700330,"['35.294500', '136.700330']",1910.0
Hassi-Jekna,11852,Valid,"Iron, IAB-sHL",1250.0,1890-01-01,28.950000,0.816670,"['28.950000', '0.816670']",1890.0
Hatford,11855,Valid,Stone-uncl,29000.0,,51.650000,-1.516670,"['51.650000', '-1.516670']",
Haverö,11859,Valid,Ureilite,1544.0,1971-01-01,60.245560,22.061940,"['60.245560', '22.061940']",1971.0
Hedeskoga,11869,Valid,H5,3500.0,1922-01-01,55.466670,13.783330,"['55.466670', '13.783330']",1922.0
Hedjaz,11870,Valid,L3.7-6,6100.0,1910-01-01,27.333330,35.666670,"['27.333330', '35.666670']",1910.0
Heredia,11875,Valid,H5,1000.0,1857-01-01,10.000000,-84.100000,"['10.000000', '-84.100000']",1857.0
Hessle,11878,Valid,H5,20000.0,1869-01-01,59.850000,17.666670,"['59.850000', '17.666670']",1869.0
Higashi-koen,11883,Valid,H5,750.0,1897-01-01,33.600000,130.433330,"['33.600000', '130.433330']",1897.0
High Possil,11884,Valid,L6,4500.0,1804-01-01,55.900000,-4.233330,"['55.900000', '-4.233330']",1804.0
Hiroshima,11889,Valid,H5,414.0,2003-01-01,34.450000,132.383330,"['34.450000', '132.383330']",2003.0
Hoima,44714,Valid,H6,,2003-01-01,1.345000,31.472780,"['1.345000', '31.472780']",2003.0
Hökmark,11893,Valid,L4,,1954-01-01,64.433330,21.200000,"['64.433330', '21.200000']",1954.0
Holbrook,11894,Valid,L/LL6,220000.0,1912-01-01,34.900000,-110.183330,"['34.900000', '-110.183330']",1912.0
Holetta,11895,Valid,Stone-uncl,1415.0,1923-01-01,9.066670,38.416670,"['9.066670', '38.416670']",1923.0
Homestead,11901,Valid,L5,230000.0,1875-01-01,41.800000,-91.866670,"['41.800000', '-91.866670']",1875.0
Honolulu,11904,Valid,L5,2420.0,1825-01-01,21.300000,-157.866670,"['21.300000', '-157.866670']",1825.0
Hotse,11913,Valid,L6,180.0,1956-01-01,35.666670,115.500000,"['35.666670', '115.500000']",1956.0
Hoxie,11915,Valid,OC,,1963-01-01,39.350000,-100.450000,"['39.350000', '-100.450000']",1963.0
Hraschina,11916,Valid,"Iron, IID",49000.0,1751-01-01,46.100000,16.333330,"['46.100000', '16.333330']",1751.0
Huaxi,54719,Valid,H5,1600.0,2010-01-01,26.464690,106.632410,"['26.464690', '106.632410']",2010.0
Hungen,11986,Valid,H6,112.0,1877-01-01,50.300000,8.916670,"['50.300000', '8.916670']",1877.0
Hvittis,11989,Valid,EL6,14000.0,1901-01-01,61.183330,22.683330,"['61.183330', '22.683330']",1901.0
Ibbenbüren,11992,Valid,Diogenite,2000.0,1870-01-01,52.283330,7.700000,"['52.283330', '7.700000']",1870.0
Ibitira,11993,Valid,Eucrite-mmict,2500.0,1957-01-01,-20.000000,-45.000000,"['-20.000000', '-45.000000']",1957.0
Ibrisim,11994,Valid,OC,,1949-01-01,38.000000,35.000000,"['38.000000', '35.000000']",1949.0
Ichkala,11995,Valid,H6,3973.0,1936-01-01,58.200000,82.933330,"['58.200000', '82.933330']",1936.0
Idutywa,12000,Valid,H5,3457.0,1956-01-01,-32.100000,28.333330,"['-32.100000', '28.333330']",1956.0
Iguaracu,12003,Valid,H5,1200.0,1977-01-01,-23.200000,-51.833330,"['-23.200000', '-51.833330']",1977.0
Ijopega,12004,Valid,H6,7330.0,1975-01-01,-6.033330,145.366670,"['-6.033330', '145.366670']",1975.0
Indarch,12027,Valid,EH4,27000.0,1891-01-01,39.750000,46.666670,"['39.750000', '46.666670']",1891.0
Independence,12028,Valid,L6,880.0,1917-01-01,39.083330,-94.400000,"['39.083330', '-94.400000']",1917.0
Inner Mongolia,12037,Valid,L6,3000.0,1963-01-01,41.000000,112.000000,"['41.000000', '112.000000']",1963.0
Innisfree,12039,Valid,L5,4576.0,1977-01-01,53.415000,-111.337500,"['53.415000', '-111.337500']",1977.0
Ipiranga,12043,Valid,H6,7000.0,1972-01-01,-25.500000,-54.500000,"['-25.500000', '-54.500000']",1972.0
Ishinga,12049,Valid,H,1300.0,1954-01-01,-8.933330,33.800000,"['-8.933330', '33.800000']",1954.0
Isthilart,12053,Valid,H5,3050.0,1928-01-01,-31.183330,-57.950000,"['-31.183330', '-57.950000']",1928.0
Itapicuru-Mirim,12056,Valid,H5,2024.0,1879-01-01,-3.400000,-44.333330,"['-3.400000', '-44.333330']",1879.0
Itqiy,12058,Valid,EH7-an,4720.0,1990-01-01,26.590830,-12.952170,"['26.590830', '-12.952170']",1990.0
Ivuna,12063,Valid,CI1,,1938-01-01,-8.416670,32.433330,"['-8.416670', '32.433330']",1938.0
Jackalsfontein,12065,Valid,L6,48000.0,1903-01-01,-32.500000,21.900000,"['-32.500000', '21.900000']",1903.0
Jajh deh Kot Lalu,12067,Valid,EL6,973.0,1926-01-01,26.750000,68.416670,"['26.750000', '68.416670']",1926.0
Jalanash,12068,Valid,Ureilite,700.0,1990-01-01,,,"[None, None]",1990.0
Jalandhar,12069,Valid,Iron,1967.0,,31.000000,75.000000,"['31.000000', '75.000000']",
Jamkheir,12072,Valid,H6,22.0,1866-01-01,18.750000,75.333330,"['18.750000', '75.333330']",1866.0
Jartai,12074,Valid,L6,20500.0,1979-01-01,39.700000,105.800000,"['39.700000', '105.800000']",1979.0
Jelica,12078,Valid,LL6,34000.0,1889-01-01,43.833330,20.441670,"['43.833330', '20.441670']",1889.0
Jemlapur,12079,Valid,L6,450.0,1901-01-01,,,"[None, None]",1901.0
Jesenice,51589,Valid,L6,3667.0,2009-01-01,46.421370,14.052170,"['46.421370', '14.052170']",2009.0
Jhung,12085,Valid,L5,5900.0,1873-01-01,31.300000,72.383330,"['31.300000', '72.383330']",1873.0
Jiange,12086,Valid,H5,222.0,1964-01-01,31.916670,104.916670,"['31.916670', '104.916670']",1964.0
Jianshi,12087,Valid,"Iron, IIIAB",600000.0,1890-01-01,30.808330,109.500000,"['30.808330', '109.500000']",1890.0
Jilin,12171,Valid,H5,4000000.0,1976-01-01,44.050000,126.166670,"['44.050000', '126.166670']",1976.0
Jodiya,47362,Valid,L5,100.0,2006-01-01,22.680000,70.313330,"['22.680000', '70.313330']",2006.0
Jodzie,12173,Valid,Howardite,30.0,1877-01-01,55.700000,24.400000,"['55.700000', '24.400000']",1877.0
Johnstown,12198,Valid,Diogenite,40300.0,1924-01-01,40.350000,-104.900000,"['40.350000', '-104.900000']",1924.0
Jolomba,12199,Valid,LL6,483.0,1974-01-01,-11.850000,15.833330,"['-11.850000', '15.833330']",1974.0
Jonzac,12202,Valid,Eucrite-mmict,5000.0,1819-01-01,45.433330,-0.450000,"['45.433330', '-0.450000']",1819.0
Juancheng,12203,Valid,H5,100000.0,1997-01-01,35.500000,115.416670,"['35.500000', '115.416670']",1997.0
Judesegeri,12207,Valid,H6,680.0,1876-01-01,12.850000,76.800000,"['12.850000', '76.800000']",1876.0
Jumapalo,12209,Valid,L6,32490.0,1984-01-01,-7.716670,111.200000,"['-7.716670', '111.200000']",1984.0
Junan,12210,Valid,L6,950.0,1976-01-01,35.200000,118.800000,"['35.200000', '118.800000']",1976.0
Juromenha,12213,Valid,"Iron, IIIAB",25250.0,1968-01-01,38.740280,-7.270000,"['38.740280', '-7.270000']",1968.0
Juvinas,12214,Valid,Eucrite-mmict,91000.0,1821-01-01,44.716670,4.300000,"['44.716670', '4.300000']",1821.0
Kaba,12218,Valid,CV3,3000.0,1857-01-01,47.350000,21.300000,"['47.350000', '21.300000']",1857.0
Kabo,12220,Valid,H4,13400.0,1971-01-01,11.850000,8.216670,"['11.850000', '8.216670']",1971.0
Kadonah,12221,Valid,H6,89.0,1822-01-01,27.083330,78.333330,"['27.083330', '78.333330']",1822.0
Kaee,12222,Valid,H5,230.0,1838-01-01,27.250000,79.966670,"['27.250000', '79.966670']",1838.0
Kagarlyk,12227,Valid,L6,1900.0,1908-01-01,49.866670,30.833330,"['49.866670', '30.833330']",1908.0
Kaidun,12228,Valid,CR2,2000.0,1980-01-01,15.000000,48.300000,"['15.000000', '48.300000']",1980.0
Kainsaz,12229,Valid,CO3.2,200000.0,1937-01-01,55.433330,53.250000,"['55.433330', '53.250000']",1937.0
Kakangari,12230,Valid,K3,350.0,1890-01-01,12.383330,78.516670,"['12.383330', '78.516670']",1890.0
Kakowa,12231,Valid,L6,577.0,1858-01-01,45.133330,21.666670,"['45.133330', '21.666670']",1858.0
Kalaba,12232,Valid,H4,950.0,1951-01-01,-6.833330,29.500000,"['-6.833330', '29.500000']",1951.0
Kalumbi,12236,Valid,L6,4500.0,1879-01-01,17.833330,73.983330,"['17.833330', '73.983330']",1879.0
Kamalpur,12238,Valid,L6,2770.0,1942-01-01,26.033330,81.466670,"['26.033330', '81.466670']",1942.0
Kamiomi,12240,Valid,H5,448.0,1913-01-01,36.041670,139.956670,"['36.041670', '139.956670']",1913.0
Kamsagar,12241,Valid,L6,1293.0,1902-01-01,14.183330,75.800000,"['14.183330', '75.800000']",1902.0
Kandahar (Afghanistan),12243,Valid,L6,299.0,1959-01-01,31.600000,65.783330,"['31.600000', '65.783330']",1959.0
Kangean,12245,Valid,H5,1630.0,1908-01-01,-7.000000,115.500000,"['-7.000000', '115.500000']",1908.0
Kangra Valley,12246,Valid,H5,400.0,1897-01-01,32.083330,76.300000,"['32.083330', '76.300000']",1897.0
Kapoeta,12251,Valid,Howardite,11355.0,1942-01-01,4.700000,33.633330,"['4.700000', '33.633330']",1942.0
Kaprada,47357,Valid,L5/6,1600.0,2004-01-01,20.339160,73.223290,"['20.339160', '73.223290']",2004.0
Kaptal-Aryk,12253,Valid,L6,3500.0,1937-01-01,42.450000,73.366670,"['42.450000', '73.366670']",1937.0
Karakol,12256,Valid,LL6,3000.0,1840-01-01,47.216670,81.016670,"['47.216670', '81.016670']",1840.0
Karatu,12258,Valid,LL6,2220.0,1963-01-01,-3.500000,35.583330,"['-3.500000', '35.583330']",1963.0
Karewar,12260,Valid,L6,180.0,1949-01-01,12.900000,7.150000,"['12.900000', '7.150000']",1949.0
Karkh,12262,Valid,L6,22000.0,1905-01-01,27.800000,67.166670,"['27.800000', '67.166670']",1905.0
Karloowala,12263,Valid,L6,2950.0,1955-01-01,31.583330,71.600000,"['31.583330', '71.600000']",1955.0
Karoonda,12264,Valid,CK4,41730.0,1930-01-01,-35.083330,139.916670,"['-35.083330', '139.916670']",1930.0
Kasamatsu,12266,Valid,H,710.0,1938-01-01,35.366670,136.766670,"['35.366670', '136.766670']",1938.0
Kasauli,30740,Valid,H4,16820.0,2003-01-01,29.583330,77.583330,"['29.583330', '77.583330']",2003.0
Katagum,35465,Valid,L6,1500.0,1999-01-01,11.333330,10.083330,"['11.333330', '10.083330']",1999.0
Kavarpura,47351,Valid,"Iron, IIE-an",6800.0,2006-01-01,25.143330,75.813330,"['25.143330', '75.813330']",2006.0
Kayakent,12268,Valid,"Iron, IIIAB",85000.0,1961-01-01,39.263330,31.780000,"['39.263330', '31.780000']",1961.0
Kediri,12270,Valid,L4,3300.0,1940-01-01,-7.750000,112.016670,"['-7.750000', '112.016670']",1940.0
Kemer,53654,Valid,L4,5760.0,2008-01-01,36.541940,29.418220,"['36.541940', '29.418220']",2008.0
Kendleton,12275,Valid,L4,6937.0,1939-01-01,29.450000,-96.000000,"['29.450000', '-96.000000']",1939.0
Kendrapara,12276,Valid,H4-5,,2003-01-01,20.462500,86.702780,"['20.462500', '86.702780']",2003.0
Kerilis,12282,Valid,H5,5000.0,1874-01-01,48.400000,-3.300000,"['48.400000', '-3.300000']",1874.0
Kernouve,12284,Valid,H6,80000.0,1869-01-01,48.116670,-3.083330,"['48.116670', '-3.083330']",1869.0
Kesen,12286,Valid,H4,135000.0,1850-01-01,38.983330,141.616670,"['38.983330', '141.616670']",1850.0
Khairpur,12288,Valid,EL6,13600.0,1873-01-01,29.533330,72.300000,"['29.533330', '72.300000']",1873.0
Khanpur,12289,Valid,LL5,3698.0,1932-01-01,25.550000,83.116670,"['25.550000', '83.116670']",1932.0
Kharkov,12291,Valid,L6,1500.0,1787-01-01,50.625000,35.075000,"['50.625000', '35.075000']",1787.0
Kheragur,12294,Valid,L6,450.0,1860-01-01,26.950000,77.883330,"['26.950000', '77.883330']",1860.0
Khetri,12296,Valid,H6,100.0,1867-01-01,28.016670,75.816670,"['28.016670', '75.816670']",1867.0
Khmelevka,12297,Valid,L5,6109.0,1929-01-01,56.750000,75.333330,"['56.750000', '75.333330']",1929.0
Khohar,12298,Valid,L3.6,9700.0,1910-01-01,25.100000,81.533330,"['25.100000', '81.533330']",1910.0
Khor Temiki,12299,Valid,Aubrite,3200.0,1932-01-01,16.000000,36.000000,"['16.000000', '36.000000']",1932.0
